marker	CHROM	POS	log10p	trait	BF	aboveBF	strain	value	allele	var.exp	startPOS	peakPOS	endPOS	peak_id	interval_size	h2
IV_2294944	IV	2294944	0.47515347622044724	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2295125	IV	2295125	0.5521750142176987	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2297763	IV	2297763	0.4068329213294086	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2299522	IV	2299522	0.3569399409430522	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2303792	IV	2303792	0.009578836690238552	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2307202	IV	2307202	0.4107558820909206	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2309405	IV	2309405	0.003495185165567653	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2315532	IV	2315532	0.7684860346881214	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2316984	IV	2316984	0.7255832981087578	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2320384	IV	2320384	0.13446701561874005	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2323444	IV	2323444	0.8901070245687689	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2327759	IV	2327759	0.8330249070743175	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2339698	IV	2339698	0.5321999700242286	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2345471	IV	2345471	0.43643157813856664	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2346169	IV	2346169	0.4867825156734378	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2372556	IV	2372556	0.22767424799819083	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2395946	IV	2395946	0.9330349425761938	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2401548	IV	2401548	0.3539264677316112	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2401642	IV	2401642	0.10678499904624765	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2408742	IV	2408742	0.4732247924460418	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2413784	IV	2413784	0.7660990753213621	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2419458	IV	2419458	0.39845348928807256	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2420434	IV	2420434	0.06708833907541532	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2422940	IV	2422940	1.3301052052094005	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2428972	IV	2428972	0.6854730705127705	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2429788	IV	2429788	0.2737217490283248	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2432388	IV	2432388	0.10240868088286945	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2433197	IV	2433197	0.3939401328765548	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2433269	IV	2433269	0.39031206943735924	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2445683	IV	2445683	0.11275880210375316	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2447817	IV	2447817	0.9736502218668522	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2452668	IV	2452668	0.24310415027867577	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2456703	IV	2456703	0.2556335417472121	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2457799	IV	2457799	0.22264125973279128	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2462292	IV	2462292	0.028082231500477995	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2462895	IV	2462895	0.39742878390489444	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2462958	IV	2462958	0.10085286060902017	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2463019	IV	2463019	0.11594561654671727	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2468197	IV	2468197	0.8851628323495464	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2470467	IV	2470467	0.3620058111372824	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2473088	IV	2473088	0.2774974326488094	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2473580	IV	2473580	0.11275880210375316	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2474403	IV	2474403	0.8939023722940811	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2476538	IV	2476538	1.216105818397654	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2483048	IV	2483048	1.9833903223588871	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2487505	IV	2487505	1.167901213348084	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2488995	IV	2488995	0.3616337802165489	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2492060	IV	2492060	0.6345894230622545	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2495984	IV	2495984	0.7395728228262097	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2497342	IV	2497342	0.09880968559452491	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2504773	IV	2504773	0.1633942813408081	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2505580	IV	2505580	0.6854545131527501	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2505626	IV	2505626	0.818518377244067	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2506987	IV	2506987	1.057039697802197	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2507551	IV	2507551	0.046144229952920765	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2512833	IV	2512833	0.03248428021568298	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2515441	IV	2515441	0.16067949760919856	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2531698	IV	2531698	1.0693477426989195	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2537574	IV	2537574	0.47802654846603226	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2541983	IV	2541983	0.6049617528496631	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2542606	IV	2542606	0.06291338140950588	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2543908	IV	2543908	0.8143292859326539	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2545262	IV	2545262	0.06616458170459724	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2545449	IV	2545449	0.17278200933495041	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2546137	IV	2546137	1.0531294363219483	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2546197	IV	2546197	0.7866099347746793	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2557701	IV	2557701	0.07967544685899881	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2557705	IV	2557705	0.2150134965209672	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2593618	IV	2593618	0.83385690095757	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2594688	IV	2594688	0.09225233820711538	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2602111	IV	2602111	0.5165068491348973	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2605022	IV	2605022	0.6479272548474173	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2605373	IV	2605373	0.396187334783009	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2605550	IV	2605550	0.3777805821165642	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2615517	IV	2615517	0.06291338140950588	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2615929	IV	2615929	0.11989679882669334	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2616684	IV	2616684	0.4927138352811084	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2616835	IV	2616835	1.1051015812709297	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2621060	IV	2621060	0.7531379679018513	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2621737	IV	2621737	0.13044205013365817	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2623026	IV	2623026	0.6940474088508143	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2624012	IV	2624012	1.005876926234098	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2625014	IV	2625014	0.13578032367126466	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2630040	IV	2630040	1.560366953318457	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2630487	IV	2630487	0.6853981606491195	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2630938	IV	2630938	0.051521525067111586	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2636844	IV	2636844	0.43669352893674185	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2637393	IV	2637393	0.027704691888139274	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2638510	IV	2638510	1.6637218376345264	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2638919	IV	2638919	0.2051598335395063	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2645430	IV	2645430	1.0963617106779107	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2652171	IV	2652171	0.18134753333459758	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2656681	IV	2656681	0.25300431752242436	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2663667	IV	2663667	0.2664234143349636	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2663894	IV	2663894	0.7951497345719999	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2663947	IV	2663947	0.09748451209016727	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2669184	IV	2669184	0.3576729910521833	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2670629	IV	2670629	0.019284240469441122	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2671362	IV	2671362	1.114847226947793	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2671608	IV	2671608	0.249209203865415	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2681857	IV	2681857	0.35177986248167026	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2681865	IV	2681865	0.3020662755362252	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2681953	IV	2681953	0.1842856317499867	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2688014	IV	2688014	1.4684399884823587	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2691572	IV	2691572	0.25536101241775794	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2691789	IV	2691789	1.1298142380645348	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2695801	IV	2695801	0.16088136622812793	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2695828	IV	2695828	1.4429638541223249	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2695929	IV	2695929	0.43452780993211243	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2707362	IV	2707362	0.33497511130810576	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2712140	IV	2712140	0.18692635002948133	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2712476	IV	2712476	0.1738914620183708	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2723027	IV	2723027	0.9462352680618037	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2725302	IV	2725302	0.17043690835447248	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2734724	IV	2734724	0.6539484549838485	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2736731	IV	2736731	0.0277454561195398	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2744546	IV	2744546	0.870503870332598	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2758616	IV	2758616	0.08502885452063522	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2760624	IV	2760624	0.4747054692917487	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2761605	IV	2761605	1.097379584631028	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2764940	IV	2764940	1.323066618286712	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2766510	IV	2766510	0.03687661025413228	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2774776	IV	2774776	0.42929393969973983	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2781508	IV	2781508	0.8745989433137527	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2782571	IV	2782571	0.12406903552846829	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2790410	IV	2790410	0.5332172951775245	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2791318	IV	2791318	1.2054688003343945	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2793950	IV	2793950	0.7427374570069275	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2796709	IV	2796709	0.1224254066004621	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2805948	IV	2805948	0.1361094354100738	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2810745	IV	2810745	0.3179140231479732	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2815653	IV	2815653	0.014174888593245664	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2819473	IV	2819473	0.030312091494875126	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2820854	IV	2820854	0.4104752314491751	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2822794	IV	2822794	0.01783517799195447	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2827924	IV	2827924	0.2344424886878352	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2832651	IV	2832651	0.14284400371575495	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2841631	IV	2841631	0.24284677127840212	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2842250	IV	2842250	0.20465338480297204	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2846270	IV	2846270	8.765217745862889e-4	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2849850	IV	2849850	0.7002145721572505	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2850550	IV	2850550	0.18224870087259548	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2850570	IV	2850570	0.8171263577725616	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2851273	IV	2851273	0.12507375046793015	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2857260	IV	2857260	0.674689877394148	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2857271	IV	2857271	0.14000258756038428	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2862481	IV	2862481	0.623168092294472	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2881590	IV	2881590	0.34175614032283586	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2884552	IV	2884552	0.014438064391655686	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2890246	IV	2890246	0.010411727531946675	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2929115	IV	2929115	0.6854626131591154	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2931969	IV	2931969	0.8164238195691602	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2939684	IV	2939684	0.12192014410264958	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2939695	IV	2939695	0.01722611631363432	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2981644	IV	2981644	0.5990688360325924	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2987354	IV	2987354	0.4802703762744419	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2987421	IV	2987421	0.01865839082831237	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_2988653	IV	2988653	0.1716574704832035	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3015678	IV	3015678	0.5279057707764597	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3027874	IV	3027874	0.2111687496951924	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3031366	IV	3031366	0.35486270116370694	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3031778	IV	3031778	0.037364044724439535	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3032892	IV	3032892	0.32186551904280963	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3035924	IV	3035924	0.1020034852920901	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3040938	IV	3040938	0.09762561751585169	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3060960	IV	3060960	0.2775170113538578	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3073345	IV	3073345	0.15829971630077716	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3077538	IV	3077538	0.0646463299390091	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3078063	IV	3078063	0.1890936584209671	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3081776	IV	3081776	0.5333652897056	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3085139	IV	3085139	0.5384786871481203	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3091397	IV	3091397	0.35486270116370694	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3098685	IV	3098685	0.1953606350924718	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3115342	IV	3115342	0.0324791207387572	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3117738	IV	3117738	0.2857892273400644	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3132414	IV	3132414	0.006874609826300922	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3151298	IV	3151298	0.0423722261610358	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3160159	IV	3160159	0.4943645128860421	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3177771	IV	3177771	0.5481779622123252	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3194419	IV	3194419	0.34459399174486416	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3196589	IV	3196589	0.6522538148706402	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3199221	IV	3199221	0.5400349439481644	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3202788	IV	3202788	0.09697318693512051	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3206254	IV	3206254	0.5175170704047156	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3218260	IV	3218260	0.3534752287455219	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3233147	IV	3233147	0.10371630103723359	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3238055	IV	3238055	0.8799135119814661	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3240707	IV	3240707	1.116978082901112	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3241141	IV	3241141	0.053744749895439675	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3242553	IV	3242553	0.0349066118350172	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3248007	IV	3248007	0.1939767710508315	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3266061	IV	3266061	0.3947054835154278	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3283671	IV	3283671	0.04492465268501927	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3290570	IV	3290570	0.010197655654925045	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3292537	IV	3292537	0.04693655395226721	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
IV_3292802	IV	3292802	0.3579497342478403	ben1regressed	5.618006234985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
