marker	chr	pos	trait	lod	threshold	iteration	var_exp	eff_size	ci_l_marker	ci_l_pos	ci_r_marker	ci_r_pos
III_1385364	III	1385364	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1385580	III	1385580	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1388535	III	1388535	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1388597	III	1388597	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1389111	III	1389111	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1389211	III	1389211	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1390265	III	1390265	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1390401	III	1390401	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1391131	III	1391131	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1391663	III	1391663	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1392006	III	1392006	thiabendazole.625.mean.TOF	0.06084950671088982	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1392724	III	1392724	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1392786	III	1392786	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393020	III	1393020	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393176	III	1393176	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393230	III	1393230	thiabendazole.625.mean.TOF	0.034812495831669545	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393231	III	1393231	thiabendazole.625.mean.TOF	0.02882008285889947	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393282	III	1393282	thiabendazole.625.mean.TOF	0.02882008285889947	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393303	III	1393303	thiabendazole.625.mean.TOF	0.02882008285889947	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393360	III	1393360	thiabendazole.625.mean.TOF	0.0655113224477315	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393388	III	1393388	thiabendazole.625.mean.TOF	0.0655113224477315	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1393407	III	1393407	thiabendazole.625.mean.TOF	0.0655113224477315	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1395216	III	1395216	thiabendazole.625.mean.TOF	0.0655113224477315	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1395240	III	1395240	thiabendazole.625.mean.TOF	0.0655113224477315	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1395561	III	1395561	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1395691	III	1395691	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1397866	III	1397866	thiabendazole.625.mean.TOF	0.09881937841988933	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1398166	III	1398166	thiabendazole.625.mean.TOF	0.13051335676041795	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1398829	III	1398829	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1400102	III	1400102	thiabendazole.625.mean.TOF	0.07447285575111756	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1400677	III	1400677	thiabendazole.625.mean.TOF	0.08425164759401758	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1400871	III	1400871	thiabendazole.625.mean.TOF	0.09151059919298905	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1401295	III	1401295	thiabendazole.625.mean.TOF	0.08323453754972575	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1401486	III	1401486	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1402564	III	1402564	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1402737	III	1402737	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1403349	III	1403349	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1405407	III	1405407	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1406044	III	1406044	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1409657	III	1409657	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1412118	III	1412118	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1413447	III	1413447	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1413623	III	1413623	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1414446	III	1414446	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1417629	III	1417629	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1419054	III	1419054	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1420435	III	1420435	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1421556	III	1421556	thiabendazole.625.mean.TOF	0.07634598530322677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1428501	III	1428501	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1429600	III	1429600	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1430856	III	1430856	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1432844	III	1432844	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1436279	III	1436279	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1437905	III	1437905	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1438011	III	1438011	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1438760	III	1438760	thiabendazole.625.mean.TOF	0.04854459748189447	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1439144	III	1439144	thiabendazole.625.mean.TOF	0.049424247090068325	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1441659	III	1441659	thiabendazole.625.mean.TOF	0.050035500376183636	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1452343	III	1452343	thiabendazole.625.mean.TOF	8.949529720288602e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1455967	III	1455967	thiabendazole.625.mean.TOF	8.949529720288602e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1457973	III	1457973	thiabendazole.625.mean.TOF	8.949529720288602e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1460260	III	1460260	thiabendazole.625.mean.TOF	8.949529720288602e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1460650	III	1460650	thiabendazole.625.mean.TOF	8.949529720288602e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1461736	III	1461736	thiabendazole.625.mean.TOF	8.949529720288602e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1464277	III	1464277	thiabendazole.625.mean.TOF	8.949529720288602e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1465377	III	1465377	thiabendazole.625.mean.TOF	0.03323537247835184	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1466865	III	1466865	thiabendazole.625.mean.TOF	0.033390334034941155	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1468896	III	1468896	thiabendazole.625.mean.TOF	0.033390334034941155	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1469336	III	1469336	thiabendazole.625.mean.TOF	0.033390334034941155	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1471798	III	1471798	thiabendazole.625.mean.TOF	0.033390334034941155	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1471997	III	1471997	thiabendazole.625.mean.TOF	0.033390334034941155	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1474833	III	1474833	thiabendazole.625.mean.TOF	0.033390334034941155	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1478319	III	1478319	thiabendazole.625.mean.TOF	0.033390334034941155	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1478505	III	1478505	thiabendazole.625.mean.TOF	0.04286484994785019	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1478924	III	1478924	thiabendazole.625.mean.TOF	0.04286484994785019	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1479229	III	1479229	thiabendazole.625.mean.TOF	0.03544235110167196	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1479248	III	1479248	thiabendazole.625.mean.TOF	0.03544235110167196	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1485423	III	1485423	thiabendazole.625.mean.TOF	0.03544235110167196	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1488833	III	1488833	thiabendazole.625.mean.TOF	0.029546826444275243	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1494134	III	1494134	thiabendazole.625.mean.TOF	0.02870508720679407	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1500152	III	1500152	thiabendazole.625.mean.TOF	0.04589901900061409	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1501681	III	1501681	thiabendazole.625.mean.TOF	0.04589901900061409	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1504112	III	1504112	thiabendazole.625.mean.TOF	0.045191401243914825	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1504883	III	1504883	thiabendazole.625.mean.TOF	0.06530795859496076	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1505731	III	1505731	thiabendazole.625.mean.TOF	0.09043314097208838	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1509252	III	1509252	thiabendazole.625.mean.TOF	0.10036794489577745	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1509944	III	1509944	thiabendazole.625.mean.TOF	0.10036794489577745	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1510436	III	1510436	thiabendazole.625.mean.TOF	0.10036794489577745	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1516956	III	1516956	thiabendazole.625.mean.TOF	0.10036794489577745	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1518365	III	1518365	thiabendazole.625.mean.TOF	0.10036794489577745	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1519760	III	1519760	thiabendazole.625.mean.TOF	0.050348047209569854	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1521718	III	1521718	thiabendazole.625.mean.TOF	0.050348047209569854	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1522977	III	1522977	thiabendazole.625.mean.TOF	0.09833205748158591	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1524510	III	1524510	thiabendazole.625.mean.TOF	0.09833205748158591	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1528135	III	1528135	thiabendazole.625.mean.TOF	0.08523029260564065	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1531841	III	1531841	thiabendazole.625.mean.TOF	0.028843617459692154	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1534184	III	1534184	thiabendazole.625.mean.TOF	0.029574004274146255	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1543499	III	1543499	thiabendazole.625.mean.TOF	0.0438454097403677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1545823	III	1545823	thiabendazole.625.mean.TOF	0.0438454097403677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1553133	III	1553133	thiabendazole.625.mean.TOF	0.0438454097403677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1559962	III	1559962	thiabendazole.625.mean.TOF	0.0438454097403677	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1561985	III	1561985	thiabendazole.625.mean.TOF	0.05682587345436032	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1562285	III	1562285	thiabendazole.625.mean.TOF	0.05682587345436032	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1563588	III	1563588	thiabendazole.625.mean.TOF	0.05682587345436032	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1564282	III	1564282	thiabendazole.625.mean.TOF	0.05682587345436032	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1566368	III	1566368	thiabendazole.625.mean.TOF	0.05682587345436032	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1569177	III	1569177	thiabendazole.625.mean.TOF	0.05682587345436032	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1571065	III	1571065	thiabendazole.625.mean.TOF	0.05682587345436032	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1572216	III	1572216	thiabendazole.625.mean.TOF	0.05619169151798441	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1573532	III	1573532	thiabendazole.625.mean.TOF	0.07649991332290333	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1575410	III	1575410	thiabendazole.625.mean.TOF	0.07649991332290333	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1578718	III	1578718	thiabendazole.625.mean.TOF	0.05957455080377968	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1578775	III	1578775	thiabendazole.625.mean.TOF	0.05727864710784307	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1580776	III	1580776	thiabendazole.625.mean.TOF	0.05727864710784307	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1585817	III	1585817	thiabendazole.625.mean.TOF	0.05727864710784307	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1591373	III	1591373	thiabendazole.625.mean.TOF	0.04427414496472064	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1594264	III	1594264	thiabendazole.625.mean.TOF	0.04427414496472064	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1598926	III	1598926	thiabendazole.625.mean.TOF	0.11480713846468976	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1606356	III	1606356	thiabendazole.625.mean.TOF	0.11480713846468976	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1611816	III	1611816	thiabendazole.625.mean.TOF	0.11480713846468976	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1621004	III	1621004	thiabendazole.625.mean.TOF	0.10860063433124477	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1623561	III	1623561	thiabendazole.625.mean.TOF	0.10860063433124477	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1625109	III	1625109	thiabendazole.625.mean.TOF	0.04505054633601304	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1626875	III	1626875	thiabendazole.625.mean.TOF	0.0532081393637255	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1629908	III	1629908	thiabendazole.625.mean.TOF	0.059628978717055935	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1633618	III	1633618	thiabendazole.625.mean.TOF	0.059628978717055935	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1634247	III	1634247	thiabendazole.625.mean.TOF	0.11784957385471617	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1652242	III	1652242	thiabendazole.625.mean.TOF	0.11784957385471617	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1658968	III	1658968	thiabendazole.625.mean.TOF	0.07579009705712146	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1660482	III	1660482	thiabendazole.625.mean.TOF	0.07579009705712146	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1661833	III	1661833	thiabendazole.625.mean.TOF	0.07579009705712146	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1669681	III	1669681	thiabendazole.625.mean.TOF	0.08387653045389172	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1681591	III	1681591	thiabendazole.625.mean.TOF	0.08387653045389172	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1689164	III	1689164	thiabendazole.625.mean.TOF	0.08387653045389172	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1691468	III	1691468	thiabendazole.625.mean.TOF	0.08387653045389172	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1694377	III	1694377	thiabendazole.625.mean.TOF	0.09330861540522303	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1709135	III	1709135	thiabendazole.625.mean.TOF	0.045773698490855934	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1710427	III	1710427	thiabendazole.625.mean.TOF	0.07734927128854202	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1712934	III	1712934	thiabendazole.625.mean.TOF	0.07734927128854202	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1722792	III	1722792	thiabendazole.625.mean.TOF	0.08591716314463856	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1725886	III	1725886	thiabendazole.625.mean.TOF	0.06401976008229067	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1748797	III	1748797	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1756660	III	1756660	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1757133	III	1757133	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1757473	III	1757473	thiabendazole.625.mean.TOF	0.1282124159135522	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1758336	III	1758336	thiabendazole.625.mean.TOF	0.1282124159135522	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1758427	III	1758427	thiabendazole.625.mean.TOF	0.11169238486068607	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1758436	III	1758436	thiabendazole.625.mean.TOF	0.12290993197711311	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1758515	III	1758515	thiabendazole.625.mean.TOF	0.11629187620401443	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1758626	III	1758626	thiabendazole.625.mean.TOF	0.10742767224087234	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1758762	III	1758762	thiabendazole.625.mean.TOF	0.09157654010486221	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1758805	III	1758805	thiabendazole.625.mean.TOF	0.09157654010486221	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759019	III	1759019	thiabendazole.625.mean.TOF	0.09157654010486221	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759052	III	1759052	thiabendazole.625.mean.TOF	0.09157654010486221	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759358	III	1759358	thiabendazole.625.mean.TOF	0.1391862313801883	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759460	III	1759460	thiabendazole.625.mean.TOF	0.1635208888687076	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759485	III	1759485	thiabendazole.625.mean.TOF	0.1635208888687076	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759505	III	1759505	thiabendazole.625.mean.TOF	0.1635208888687076	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759682	III	1759682	thiabendazole.625.mean.TOF	0.16867554329726847	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1759974	III	1759974	thiabendazole.625.mean.TOF	0.1282124159135522	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1762184	III	1762184	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1762891	III	1762891	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1769886	III	1769886	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1770267	III	1770267	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1772533	III	1772533	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1772811	III	1772811	thiabendazole.625.mean.TOF	0.11969421291029236	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1775438	III	1775438	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1781502	III	1781502	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1785231	III	1785231	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1785461	III	1785461	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1797606	III	1797606	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1806339	III	1806339	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1809855	III	1809855	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1816317	III	1816317	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1816325	III	1816325	thiabendazole.625.mean.TOF	0.1942471881830287	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1818589	III	1818589	thiabendazole.625.mean.TOF	0.21994292259086576	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1821251	III	1821251	thiabendazole.625.mean.TOF	0.24911946390514583	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1823055	III	1823055	thiabendazole.625.mean.TOF	0.24911946390514583	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1826973	III	1826973	thiabendazole.625.mean.TOF	0.24911946390514583	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1832311	III	1832311	thiabendazole.625.mean.TOF	0.24911946390514583	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1844669	III	1844669	thiabendazole.625.mean.TOF	0.19791399199136575	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1844918	III	1844918	thiabendazole.625.mean.TOF	0.19791399199136575	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1852845	III	1852845	thiabendazole.625.mean.TOF	0.11617607240463593	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1861030	III	1861030	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1865314	III	1865314	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1865518	III	1865518	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1868857	III	1868857	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1869620	III	1869620	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1871214	III	1871214	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1871881	III	1871881	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1876078	III	1876078	thiabendazole.625.mean.TOF	0.2120888231333776	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1878054	III	1878054	thiabendazole.625.mean.TOF	0.18266664104270788	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1879605	III	1879605	thiabendazole.625.mean.TOF	0.126963169225265	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1889931	III	1889931	thiabendazole.625.mean.TOF	0.12552364343478262	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1890579	III	1890579	thiabendazole.625.mean.TOF	0.12552364343478262	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1899018	III	1899018	thiabendazole.625.mean.TOF	0.19503647167606797	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1899630	III	1899630	thiabendazole.625.mean.TOF	0.19503647167606797	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1900399	III	1900399	thiabendazole.625.mean.TOF	0.13727042889080668	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1900692	III	1900692	thiabendazole.625.mean.TOF	0.13727042889080668	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1900995	III	1900995	thiabendazole.625.mean.TOF	0.19503647167606797	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1901867	III	1901867	thiabendazole.625.mean.TOF	0.19503647167606797	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1904249	III	1904249	thiabendazole.625.mean.TOF	0.19503647167606797	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1911614	III	1911614	thiabendazole.625.mean.TOF	0.19503647167606797	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1913338	III	1913338	thiabendazole.625.mean.TOF	0.148619322432094	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1913962	III	1913962	thiabendazole.625.mean.TOF	0.15046863690219606	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1915225	III	1915225	thiabendazole.625.mean.TOF	0.2641888605690654	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1946714	III	1946714	thiabendazole.625.mean.TOF	0.20585808107277104	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1954629	III	1954629	thiabendazole.625.mean.TOF	0.20585808107277104	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1955084	III	1955084	thiabendazole.625.mean.TOF	0.20585808107277104	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1955257	III	1955257	thiabendazole.625.mean.TOF	0.20585808107277104	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1957211	III	1957211	thiabendazole.625.mean.TOF	0.20291587671215772	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1966499	III	1966499	thiabendazole.625.mean.TOF	0.18325872646760052	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1970098	III	1970098	thiabendazole.625.mean.TOF	0.15701567479673195	3.173026594603205	1	NA	NA	NA	NA	NA	NA
III_1984767	III	1984767	thiabendazole.625.mean.TOF	0.08996666569700759	3.173026594603205	1	NA	NA	NA	NA	NA	NA
