"","well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","drug","assay_type","food_conc_OD","food_type","plate","row","col","bleach","strain","well_censor","well_censor_reason","notes","concentration_um","diluent","class","i.dir","w.lab","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","assay_bleach","median_wormlength_um_reg","assay_bleach_coeff","assay_bleach_se","assay_bleach_tvalue","assay_bleach_pvalue","control_median_wormlength_um_reg","median_wormlength_um_reg_delta"
"165","cypJB_p002_F12","cypJB_1_ECA2859_DMSO","cypJB","p002","F12",20230721,"p002_F12","m2x","20230721-cypJB-p002-m2x_F12.TIF","Thiabendazole","48h",10,"15hHB101",2,"F",12,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",863.753680068262,767.044270098637,790.980120755064,833.73760592106,870.968590428102,50.5286108536265,896.108938244709,919.176829795117,968.308646723653,0.0584988660767654,28,"cypJB_1",176.152503269153,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-3.43202393132654
"166","cypJB_p002_G01","cypJB_1_ECA2859_DMSO","cypJB","p002","G01",20230721,"p002_G01","m2x","20230721-cypJB-p002-m2x_G01.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",1,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",850.018900256287,738.474392883003,791.025115031587,816.316096799847,862.972925828441,51.3400417348145,879.079052748766,916.237177439627,930.348339615428,0.0603987060985763,19,"cypJB_1",168.156838669491,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-11.427688530988
"167","cypJB_p002_G03","cypJB_1_ECA2859_DMSO","cypJB","p002","G03",20230721,"p002_G03","m2x","20230721-cypJB-p002-m2x_G03.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",3,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",873.824794073225,805.337963202911,829.450426174634,833.092860367375,883.706577876612,42.1080790990931,901.627326234776,921.126265031587,945.686620456981,0.0481882402338477,22,"cypJB_1",188.890490717663,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,9.3059635171837
"168","cypJB_p002_G04","cypJB_1_ECA2859_DMSO","cypJB","p002","G04",20230721,"p002_G04","m2x","20230721-cypJB-p002-m2x_G04.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",4,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",872.28044240827,796.180264718408,817.781808418442,846.205587621583,869.080914722794,43.8755356590624,898.747589767948,923.878488693955,955.36623461444,0.0502998044274922,18,"cypJB_1",174.264827563845,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-5.31969963663462
"169","cypJB_p002_G05","cypJB_1_ECA2859_DMSO","cypJB","p002","G05",20230721,"p002_G05","m2x","20230721-cypJB-p002-m2x_G05.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",5,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",867.670836369567,759.229693464849,808.082434054041,849.982252460034,871.169598280288,46.2341243607203,910.617912629152,917.086563303779,925.359310877759,0.0532853271341574,18,"cypJB_1",176.353511121339,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-3.23101607914046
"170","cypJB_p002_G06","cypJB_1_ECA2859_DMSO","cypJB","p002","G06",20230721,"p002_G06","m2x","20230721-cypJB-p002-m2x_G06.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",6,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",881.788537336545,762.329478514168,819.761113196372,846.861640079876,885.600834825817,53.9075784921774,930.816491719312,947.045032936665,959.951478514168,0.0611343606881147,21,"cypJB_1",190.784747666868,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,11.2002204663886
"171","cypJB_p002_G07","cypJB_1_ECA2859_DMSO","cypJB","p002","G07",20230721,"p002_G07","m2x","20230721-cypJB-p002-m2x_G07.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",7,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",859.538962706709,793.699249656306,813.010348469469,828.577611960872,860.381453984265,42.201741057437,882.986341065659,904.867735684308,949.250122684411,0.0490981129285201,15,"cypJB_1",165.565366825315,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-14.019160375164
"172","cypJB_p002_G08","cypJB_1_ECA2859_DMSO","cypJB","p002","G08",20230721,"p002_G08","m2x","20230721-cypJB-p002-m2x_G08.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",8,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",861.112624004389,756.016315667369,777.528590034312,822.937860648732,879.361607538376,56.8244551785337,894.485640922389,921.895589494537,937.363730618052,0.0659895739471171,14,"cypJB_1",184.545520379427,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,4.96099317894729
"173","cypJB_p002_G09","cypJB_1_ECA2859_DMSO","cypJB","p002","G09",20230721,"p002_G09","m2x","20230721-cypJB-p002-m2x_G09.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",9,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",875.842558766846,780.662437702759,810.093310184491,822.957855721031,897.217424664748,52.1155011201891,904.89762439217,940.754388093392,963.907245568732,0.0595032755585271,21,"cypJB_1",202.401337505799,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,22.8168103053192
"174","cypJB_p002_G10","cypJB_1_ECA2859_DMSO","cypJB","p002","G10",20230721,"p002_G10","m2x","20230721-cypJB-p002-m2x_G10.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",10,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",860.97487587141,753.82617303129,807.036853423794,830.454939093333,861.298887812198,44.5191924667076,889.818193553877,907.102438973506,937.557645568733,0.0517078880166496,24,"cypJB_1",166.482800653249,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-13.1017265472308
"175","cypJB_p002_G11","cypJB_1_ECA2859_DMSO","cypJB","p002","G11",20230721,"p002_G11","m2x","20230721-cypJB-p002-m2x_G11.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",11,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",868.047818296457,784.214998254461,799.524880399536,811.828800023422,872.854025828439,58.1668180895462,919.393816831062,941.777668612806,973.234996356538,0.0670087717099486,17,"cypJB_1",178.03793866949,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-1.54658853098934
"176","cypJB_p002_G12","cypJB_1_ECA2859_DMSO","cypJB","p002","G12",20230721,"p002_G12","m2x","20230721-cypJB-p002-m2x_G12.TIF","Thiabendazole","48h",10,"15hHB101",2,"G",12,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",888.120742377043,789.181508988606,838.215814360064,858.645964145333,885.528815695601,47.2110359605929,919.936408406759,957.828158773875,970.591603044073,0.0531583530345584,21,"cypJB_1",190.712728536652,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,11.1282013361726
"177","cypJB_p002_H02","cypJB_1_ECA2859_DMSO","cypJB","p002","H02",20230721,"p002_H02","m2x","20230721-cypJB-p002-m2x_H02.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",2,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",853.195433597318,736.57613049786,795.875894530911,828.269096437116,859.966962288375,50.2922785971232,880.608864722795,889.964843123488,968.508444405042,0.0589457896944859,19,"cypJB_1",165.150875129426,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-14.4336520710537
"178","cypJB_p002_H03","cypJB_1_ECA2859_DMSO","cypJB","p002","H03",20230721,"p002_H03","m2x","20230721-cypJB-p002-m2x_H03.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",3,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",865.263371567142,776.474861092489,814.724475190882,830.293946359378,870.620417715542,44.8897850190964,895.778688708949,921.926924318114,934.304106669993,0.0518799090475691,16,"cypJB_1",175.804330556593,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-3.78019664388617
"179","cypJB_p002_H04","cypJB_1_ECA2859_DMSO","cypJB","p002","H04",20230721,"p002_H04","m2x","20230721-cypJB-p002-m2x_H04.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",4,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",842.460422911357,751.640987720665,759.777965187393,789.14723061805,849.104200744919,58.9760333268221,889.45964440504,913.728102073235,941.724970671713,0.0700045150168763,25,"cypJB_1",154.288113585969,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-25.2964136145099
"180","cypJB_p002_H05","cypJB_1_ECA2859_DMSO","cypJB","p002","H05",20230721,"p002_H05","m2x","20230721-cypJB-p002-m2x_H05.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",5,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",859.811367504746,761.83880840676,794.604411459605,817.207389713918,865.350402171304,55.2725594153724,907.048323288173,920.935391719311,932.802692883005,0.0642845180981715,16,"cypJB_1",170.534315012355,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-9.05021218812445
"181","cypJB_p002_H06","cypJB_1_ECA2859_DMSO","cypJB","p002","H06",20230721,"p002_H06","m2x","20230721-cypJB-p002-m2x_H06.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",6,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",866.340505663202,784.417216277446,828.961930174004,843.00919949969,872.054840197274,33.6350083955725,889.695960761952,900.657597211823,919.565213778218,0.0388242361700775,19,"cypJB_1",177.238753038325,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-2.34577416215453
"182","cypJB_p002_H07","cypJB_1_ECA2859_DMSO","cypJB","p002","H07",20230721,"p002_H07","m2x","20230721-cypJB-p002-m2x_H07.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",7,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",884.425965681488,794.798326410285,822.962707109678,853.897761112971,889.32252582844,46.2202860750579,918.780228514169,938.537436913446,955.230804198994,0.0522602092979521,19,"cypJB_1",194.506438669491,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,14.9219114690116
"183","cypJB_p002_H08","cypJB_1_ECA2859_DMSO","cypJB","p002","H08",20230721,"p002_H08","m2x","20230721-cypJB-p002-m2x_H08.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",8,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",856.742646903948,741.684634714396,781.63093143732,816.27852563318,881.913422193749,53.5946216394925,895.009273373537,907.643147141116,937.93920353792,0.0625562668476583,23,"cypJB_1",187.0973350348,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,7.51280783432034
"184","cypJB_p002_H09","cypJB_1_ECA2859_DMSO","cypJB","p002","H09",20230721,"p002_H09","m2x","20230721-cypJB-p002-m2x_H09.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",9,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",883.771456491151,759.431911487834,819.611903149869,845.612441540138,902.594283303781,55.6769100149003,924.151961564778,935.093045836909,973.866421232253,0.0629992172817564,18,"cypJB_1",207.778196144831,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,28.193668944352
"185","cypJB_p002_H10","cypJB_1_ECA2859_DMSO","cypJB","p002","H10",20230721,"p002_H10","m2x","20230721-cypJB-p002-m2x_H10.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",10,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",864.6993981693,763.427839643659,805.821894445217,834.643970344885,872.911326114977,45.854735002047,888.954523247884,897.219060011578,951.971382569549,0.0530296830310376,22,"cypJB_1",178.095238956027,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-1.48928824445196
"186","cypJB_p002_H11","cypJB_1_ECA2859_DMSO","cypJB","p002","H11",20230721,"p002_H11","m2x","20230721-cypJB-p002-m2x_H11.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",11,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",872.62312159102,818.590732936664,831.941434503401,851.208862469762,875.746565029814,31.8680269341697,892.336359174356,917.924632707572,922.390761674335,0.036519805796649,20,"cypJB_1",180.930477870864,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,1.34595067038501
"187","cypJB_p002_H12","cypJB_1_ECA2859_DMSO","cypJB","p002","H12",20230721,"p002_H12","m2x","20230721-cypJB-p002-m2x_H12.TIF","Thiabendazole","48h",10,"15hHB101",2,"H",12,1,"ECA2859",NA,NA,NA,0,"DMSO","Both","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","DMSO_ECA2859",862.163227557,746.023035435892,809.924333578934,826.371031199897,863.675153984263,49.760828762958,901.070351513265,921.106788666467,948.181134825818,0.0577162504412984,21,"cypJB_1",168.859066825314,694.816087158949,7.18134632469907,96.7529006043397,0,179.584527200479,-10.7254603751653
"188","cypJB_p003_A01","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A01",20230721,"p003_A01","m2x","20230721-cypJB-p003-m2x_A01.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",1,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",530.550401781007,466.849417994754,476.273337948161,484.989946010971,526.489715625774,51.4419735453658,553.715104111042,591.560169518802,642.997253984263,0.0969596354515612,14,"cypJB_1",-168.326371533176,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-288.882894033357
"189","cypJB_p003_A02","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A02",20230721,"p003_A02","m2x","20230721-cypJB-p003-m2x_A02.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",2,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",522.295047797063,372.090426900169,391.787527453785,469.35863409597,524.143934100357,99.0353062345095,571.281547616904,595.271859965797,723.661060519414,0.189615633255994,11,"cypJB_1",-170.672153058592,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-291.228675558774
"190","cypJB_p003_A03","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A03",20230721,"p003_A03","m2x","20230721-cypJB-p003-m2x_A03.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",3,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",492.355463704187,393.491874888248,436.466484959917,475.309426410284,488.387268934944,48.3812777831373,523.544546150578,559.230973541335,570.883522784366,0.0982649352952147,17,"cypJB_1",-206.428818224006,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-326.985340724187
"191","cypJB_p003_A04","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A04",20230721,"p003_A04","m2x","20230721-cypJB-p003-m2x_A04.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",4,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",502.566972298387,425.460712651526,456.269946846208,485.845621881887,507.58435935572,36.3947686481081,527.727281791472,546.722876360046,553.228007251838,0.0724177485871466,19,"cypJB_1",-187.231727803229,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-307.788250303411
"192","cypJB_p003_A05","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A05",20230721,"p003_A05","m2x","20230721-cypJB-p003-m2x_A05.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",5,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",494.389726662679,408.265046150578,425.352316137795,475.075350358343,489.393868823524,44.2367834779289,532.189450819998,546.075497672614,564.941554566109,0.0894775540271522,21,"cypJB_1",-205.422218335425,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-325.978740835607
"193","cypJB_p003_A06","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A06",20230721,"p003_A06","m2x","20230721-cypJB-p003-m2x_A06.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",6,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",469.553795208173,206.116286786086,217.803873366212,453.769223495529,508.224777876611,140.074094495046,547.257570395415,580.974590084805,692.128516831061,0.2983131984546,22,"cypJB_1",-186.591309282338,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-307.14783178252
"194","cypJB_p003_A07","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A07",20230721,"p003_A07","m2x","20230721-cypJB-p003-m2x_A07.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",7,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",477.172552612985,225.141980259707,346.198526442202,402.180076625015,505.243598836307,104.845431743028,547.028437153201,581.633336349909,608.709458080608,0.219722260152847,17,"cypJB_1",-189.572488322642,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-310.129010822824
"195","cypJB_p003_A08","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A08",20230721,"p003_A08","m2x","20230721-cypJB-p003-m2x_A08.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",8,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",505.859295626256,383.645053258803,436.916691043643,460.657797839248,487.568002753149,76.9892633267949,552.584298108999,615.02067534899,674.349382028667,0.15219501547655,18,"cypJB_1",-207.2480844058,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-327.804606905982
"196","cypJB_p003_A09","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A09",20230721,"p003_A09","m2x","20230721-cypJB-p003-m2x_A09.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",9,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",508.873067655014,440.596775470095,454.295953115741,461.626313205142,501.562068934944,56.9405731477451,533.288527573978,596.302901853412,601.560084467472,0.111895434769496,13,"cypJB_1",-193.254018224006,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-313.810540724187
"197","cypJB_p003_A10","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A10",20230721,"p003_A10","m2x","20230721-cypJB-p003-m2x_A10.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",10,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",528.423063334421,453.066211348183,466.858139270567,487.467851956228,515.281897963537,50.6185497496593,568.824158506653,592.46740517682,607.679332363589,0.0957917117210015,14,"cypJB_1",-179.534189195412,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-300.090711695594
"198","cypJB_p003_A11","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A11",20230721,"p003_A11","m2x","20230721-cypJB-p003-m2x_A11.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",11,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",478.103820396516,322.124169137139,389.787323070903,436.327703464312,494.266558048415,73.0140889940046,508.444500179172,566.879276992131,593.842465309025,0.152715970630501,16,"cypJB_1",-200.549529110534,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-321.106051610716
"199","cypJB_p003_A12","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","A12",20230721,"p003_A12","m2x","20230721-cypJB-p003-m2x_A12.TIF","Thiabendazole","48h",10,"15hHB101",3,"A",12,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",489.272664367778,393.460016859291,433.130516865127,455.642615902581,489.848521620673,49.282770752185,525.817024688586,546.71346224078,569.325312623296,0.100726597542224,15,"cypJB_1",-204.967565538277,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-325.524088038458
"200","cypJB_p003_B01","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","B01",20230721,"p003_B01","m2x","20230721-cypJB-p003-m2x_B01.TIF","Thiabendazole","48h",10,"15hHB101",3,"B",1,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",490.159970541619,401.808881996474,435.990502200765,471.173243711772,499.221308415531,47.7836725160836,507.173003625919,534.081461577581,569.199954413725,0.0974858727514681,9,"cypJB_1",-195.594778743419,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-316.1513012436
"201","cypJB_p003_B02","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","B02",20230721,"p003_B02","m2x","20230721-cypJB-p003-m2x_B02.TIF","Thiabendazole","48h",10,"15hHB101",3,"B",2,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",495.260204540209,411.954879124244,446.90323980689,466.617064581716,491.777926410285,47.4732882366209,523.433389581717,546.10732369671,574.291823357441,0.0958552449831787,10,"cypJB_1",-203.038160748665,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-323.594683248846
"202","cypJB_p003_B03","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","B03",20230721,"p003_B03","m2x","20230721-cypJB-p003-m2x_B03.TIF","Thiabendazole","48h",10,"15hHB101",3,"B",3,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",482.714182394452,360.223841360966,380.824009982267,435.413831781742,499.883375470095,71.7035700933093,519.251862838027,554.974296536155,611.772217994754,0.148542497213633,13,"cypJB_1",-194.932711688854,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-315.489234189036
"203","cypJB_p003_B04","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","B04",20230721,"p003_B04","m2x","20230721-cypJB-p003-m2x_B04.TIF","Thiabendazole","48h",10,"15hHB101",3,"B",4,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",485.062188778899,398.908894628542,417.120698842665,463.664438384314,494.426194628542,45.5250498718866,509.062751226727,539.100211410351,567.492865309025,0.0938540478417663,19,"cypJB_1",-200.389892530407,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-320.946415030589
"204","cypJB_p003_B06","cypJB_1_ECA2924_Thiabendazole","cypJB","p003","B06",20230721,"p003_B06","m2x","20230721-cypJB-p003-m2x_B06.TIF","Thiabendazole","48h",10,"15hHB101",3,"B",6,1,"ECA2924",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_ECA2924",516.323600963137,332.178912623296,407.891901559719,471.522984407376,509.804636571354,85.0935897329601,577.228529096014,629.760896083594,641.318560519414,0.164806701793659,19,"cypJB_1",-185.011450587595,694.816087158949,7.18134632469907,96.7529006043397,0,120.556522500182,-305.567973087776
